filename,width,height,class,xmin,ymin,xmax,ymax
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,acne scar,185,197,203,211
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,nodules,94,198,112,215
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,papules,142,202,179,230
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,159,231,174,245
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,acne scar,23,253,41,272
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,acne scar,7,258,19,270
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,95,31,119,53
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,154,40,188,63
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,papules,252,58,279,85
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,148,62,170,83
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,184,67,209,90
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,189,70,208,87
ac1_jpg.rf.d350609b2c3e097fff5548b4a7f81868.jpg,416,277,pustules,65,72,89,92
levle2_79_jpg.rf.d116c276f62d379f2ec7054ec4b4cc07.jpg,374,416,papules,289,138,309,154
levle2_79_jpg.rf.d116c276f62d379f2ec7054ec4b4cc07.jpg,374,416,whiteheads,253,300,269,318
levle2_79_jpg.rf.d116c276f62d379f2ec7054ec4b4cc07.jpg,374,416,whiteheads,183,310,208,325
levle2_79_jpg.rf.d116c276f62d379f2ec7054ec4b4cc07.jpg,374,416,whiteheads,269,311,284,330
levle2_79_jpg.rf.d116c276f62d379f2ec7054ec4b4cc07.jpg,374,416,whiteheads,209,388,226,403
rosacea-telangiectasia_jpg.rf.d4ee54f8d370551a4deecba82c239fb8.jpg,900,675,vascular,225,214,300,305
rosacea-telangiectasia_jpg.rf.d4ee54f8d370551a4deecba82c239fb8.jpg,900,675,vascular,163,255,234,313
rosacea-telangiectasia_jpg.rf.d4ee54f8d370551a4deecba82c239fb8.jpg,900,675,vascular,235,130,314,193
rosacea-telangiectasia_jpg.rf.d4ee54f8d370551a4deecba82c239fb8.jpg,900,675,vascular,412,333,467,398
19_png_jpg.rf.d5691521ecadba0b7bbed2a8281c104f.jpg,416,277,nodules,267,149,301,186
19_png_jpg.rf.d5691521ecadba0b7bbed2a8281c104f.jpg,416,277,nodules,217,157,260,195
19_png_jpg.rf.d5691521ecadba0b7bbed2a8281c104f.jpg,416,277,acne scar,329,189,352,218
levle0_494_jpg.rf.d13b9943d3c334dbab790eb65444366d.jpg,374,416,blackhead,90,164,107,185
levle0_494_jpg.rf.d13b9943d3c334dbab790eb65444366d.jpg,374,416,whiteheads,173,212,191,226
levle0_494_jpg.rf.d13b9943d3c334dbab790eb65444366d.jpg,374,416,papules,131,284,149,306
levle0_494_jpg.rf.d13b9943d3c334dbab790eb65444366d.jpg,374,416,acne scar,213,79,228,92
levle0_494_jpg.rf.d13b9943d3c334dbab790eb65444366d.jpg,374,416,acne scar,212,93,228,103
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,papules,285,116,304,136
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,dark spot,263,143,279,156
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,acne scar,251,154,268,167
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,acne scar,296,155,309,167
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,acne scar,267,164,281,177
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,whiteheads,247,18,264,31
levle0_460_jpg.rf.d72c2abcee533f49c9b747925fcdece3.jpg,374,416,whiteheads,281,39,291,50
fla-12-_jpg.rf.d20757575a10234231fbca645f3c73b9.jpg,255,269,3,24,32,219,220
Screenshot_3_png.rf.d759336fd98fd1426cceda5b4fe1c356.jpg,405,393,vascular,257,180,335,256
Screenshot_3_png.rf.d759336fd98fd1426cceda5b4fe1c356.jpg,405,393,vascular,62,159,164,272
Screenshot_3_png.rf.d759336fd98fd1426cceda5b4fe1c356.jpg,405,393,vascular,183,129,244,181
Screenshot_3_png.rf.d759336fd98fd1426cceda5b4fe1c356.jpg,405,393,vascular,157,302,233,349
35_jpeg.rf.d5c61e93ce2d6cf08669b00d7b66b009.jpg,500,750,wrinkle,135,204,217,209
35_jpeg.rf.d5c61e93ce2d6cf08669b00d7b66b009.jpg,500,750,wrinkle,110,217,211,232
35_jpeg.rf.d5c61e93ce2d6cf08669b00d7b66b009.jpg,500,750,wrinkle,130,229,178,237
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,papules,191,116,209,136
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,papules,142,193,170,218
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,papules,168,204,195,228
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,papules,210,226,231,245
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,blackheads,329,232,352,252
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,nodules,245,247,285,287
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,acne scar,119,278,155,307
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,nodules,234,300,278,351
levle3_129_jpg.rf.d26b3ac99317d6d84d6531e6e091985f.jpg,416,414,pustules,316,45,334,71
levle1_422_png.rf.d17f68e38bb85e162dd91dc69315a270.jpg,416,416,papules,98,165,122,192
levle1_422_png.rf.d17f68e38bb85e162dd91dc69315a270.jpg,416,416,papules,117,199,136,216
levle1_422_png.rf.d17f68e38bb85e162dd91dc69315a270.jpg,416,416,papules,122,238,139,254
levle1_422_png.rf.d17f68e38bb85e162dd91dc69315a270.jpg,416,416,whiteheads,155,264,174,277
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,nodules,276,241,296,263
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,nodules,267,261,285,280
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,acne scar,311,296,339,327
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,acne scar,288,297,305,311
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,acne scar,260,308,277,325
levle1_424_jpg.rf.d819556e3d6621e363733dafd7248efc.jpg,374,416,acne scar,287,311,299,323
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,acne scar,298,191,312,203
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,whiteheads,259,298,270,307
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,papules,278,306,294,322
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,blackheads,358,310,371,322
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,acne scar,238,339,255,353
levle0_52_jpg.rf.d3fe66101128ccb7cfc807bfd0f8fc3f.jpg,374,416,acne scar,314,349,324,360
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3098,635,4481,995
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3149,912,3502,1089
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,4521,681,4939,785
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,4253,753,4555,833
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3123,864,4495,1355
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,4678,822,5033,1044
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3422,961,5031,1273
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3183,1238,3361,1622
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,3472,827,4053,955
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,2975,2204,3357,2336
347_jpg.rf.d4a17011d6018fd6256b9783a432bbc0.jpg,5731,3821,wrinkle,2868,1918,3261,2114
levle1_424_jpg.rf.d4c1cb75202770ed1dd6d2dd04dd57ab.jpg,374,416,nodules,78,241,97,263
levle1_424_jpg.rf.d4c1cb75202770ed1dd6d2dd04dd57ab.jpg,374,416,nodules,89,261,106,280
levle1_424_jpg.rf.d4c1cb75202770ed1dd6d2dd04dd57ab.jpg,374,416,acne scar,35,296,63,327
levle0_375_jpg.rf.d6bf431c6f361ee92500581c40d477df.jpg,374,416,acne scar,318,259,334,275
levle0_375_jpg.rf.d6bf431c6f361ee92500581c40d477df.jpg,374,416,acne scar,304,271,318,286
fl73_JPG.rf.d2fb1342aac20f4d90468d6b65c2194f.jpg,629,487,3,15,258,215,477
fl73_JPG.rf.d2fb1342aac20f4d90468d6b65c2194f.jpg,629,487,3,215,310,409,482
fl73_JPG.rf.d2fb1342aac20f4d90468d6b65c2194f.jpg,629,487,3,377,259,442,312
fl73_JPG.rf.d2fb1342aac20f4d90468d6b65c2194f.jpg,629,487,3,443,147,629,401
da-mong-noi-gan-mau-la-benh-gi-2_jpg.rf.d72b71053d32b9d4cda7d11c6c33fbad.jpg,700,466,skinredness,235,0,389,143
fln2-4-_jpg.rf.d4cbf017f1cb7d790c1e0c656b8171ec.jpg,384,301,3,31,88,150,207
fln2-4-_jpg.rf.d4cbf017f1cb7d790c1e0c656b8171ec.jpg,384,301,3,207,97,306,198
fln2-4-_jpg.rf.d4cbf017f1cb7d790c1e0c656b8171ec.jpg,384,301,3,135,167,226,258
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,nodules,77,151,112,180
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,papules,137,158,154,174
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,acne scar,105,251,120,264
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,whiteheads,213,295,233,312
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,blackheads,208,371,225,385
levle1_190_jpg.rf.d34d09737dcf63f24fbeeebf4d541312.jpg,374,416,dark spot,59,216,73,230
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,whiteheads,309,133,322,144
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,whiteheads,295,154,308,165
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,papules,324,198,337,212
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,whiteheads,300,223,313,233
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,papules,270,219,294,241
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,whiteheads,303,235,317,247
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,pustules,274,238,289,254
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,whiteheads,268,268,283,279
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,papules,275,281,293,305
levle2_145_png.rf.d42c34f7ea5ca9d2ef95bf45ee66704d.jpg,416,416,pustules,224,305,242,324
fla-66-_JPG.rf.d1dcbf0be4b7e426193a4e9b9f660c58.jpg,1138,1038,3,221,253,719,633
fla-66-_JPG.rf.d1dcbf0be4b7e426193a4e9b9f660c58.jpg,1138,1038,3,240,663,667,1021
fla-66-_JPG.rf.d1dcbf0be4b7e426193a4e9b9f660c58.jpg,1138,1038,3,741,278,959,528
fl-3-_jpg.rf.d9e66e8a3b50606345b55af975d19b0e.jpg,95,134,3,10,33,86,115
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,190,118,299,135
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,193,84,268,89
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,175,95,220,109
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,214,102,243,104
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,229,133,311,138
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,200,145,251,150
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,282,136,290,178
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,266,147,270,181
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,134,194,166,219
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,124,193,166,222
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,130,211,171,225
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,121,224,183,232
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,118,209,162,228
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,131,235,158,239
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,131,241,158,254
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,139,231,192,267
270_jpg.rf.dad77ee8d33f3608e6015cc09374bf67.jpg,421,435,wrinkle,144,245,172,271
levle1_595_jpg.rf.d8cb8cc57d4d82e4909797415a81054d.jpg,374,416,papules,146,288,168,306
levle1_595_jpg.rf.d8cb8cc57d4d82e4909797415a81054d.jpg,374,416,blackheads,80,332,90,343
9_jpeg.rf.db2322e23c227fd3a449cac550b4838a.jpg,500,750,wrinkle,194,229,230,238
9_jpeg.rf.db2322e23c227fd3a449cac550b4838a.jpg,500,750,wrinkle,167,235,213,239
9_jpeg.rf.db2322e23c227fd3a449cac550b4838a.jpg,500,750,wrinkle,147,207,301,227
9_jpeg.rf.db2322e23c227fd3a449cac550b4838a.jpg,500,750,wrinkle,154,221,294,229
9_jpeg.rf.db2322e23c227fd3a449cac550b4838a.jpg,500,750,wrinkle,263,242,312,258
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,blackheads,245,203,261,214
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,blackheads,140,227,154,241
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,acne scar,94,239,117,258
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,acne scar,53,276,70,286
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,acne scar,69,287,81,301
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,acne scar,52,290,63,303
levle0_4_jpg.rf.dae874ac0c4e5c93335abcfbc77b8b4a.jpg,312,416,dark spot,97,318,106,328
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,nodules,140,200,171,236
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,whiteheads,293,217,308,230
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,papules,173,246,190,269
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,papules,199,255,218,279
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,papules,306,258,324,277
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,papules,206,350,226,371
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,whiteheads,274,358,289,373
levle2_70_jpg.rf.db686cf3154bc833feca9a32c22921a8.jpg,374,416,papules,177,358,194,379
44_jpeg.rf.dbf643e926cb401e7949d5db69cd3c61.jpg,500,333,wrinkle,191,90,257,95
44_jpeg.rf.dbf643e926cb401e7949d5db69cd3c61.jpg,500,333,wrinkle,201,102,240,104
44_jpeg.rf.dbf643e926cb401e7949d5db69cd3c61.jpg,500,333,wrinkle,209,110,229,113
b546d900c3b5e045f5c1f05e607d8ad6_jpg.rf.ddc8c713196684d9ae067e2132413e08.jpg,736,1011,freckle,183,351,513,580
b546d900c3b5e045f5c1f05e607d8ad6_jpg.rf.ddc8c713196684d9ae067e2132413e08.jpg,736,1011,freckle,173,161,371,286
levle1_616_png.rf.ddc9499112eed3f677b95c8fc56c2c6f.jpg,416,416,blackheads,211,217,225,233
levle1_616_png.rf.ddc9499112eed3f677b95c8fc56c2c6f.jpg,416,416,papules,172,291,191,310
89_jpg.rf.dc957996097a03d9fc75977cf034f4a2.jpg,6225,4152,wrinkle,2404,686,3063,777
89_jpg.rf.dc957996097a03d9fc75977cf034f4a2.jpg,6225,4152,wrinkle,2581,254,4540,299
89_jpg.rf.dc957996097a03d9fc75977cf034f4a2.jpg,6225,4152,wrinkle,3108,63,4735,258
89_jpg.rf.dc957996097a03d9fc75977cf034f4a2.jpg,6225,4152,wrinkle,3422,395,4363,490
89_jpg.rf.dc957996097a03d9fc75977cf034f4a2.jpg,6225,4152,wrinkle,3012,532,3437,578
fla-14-_jpg.rf.de4accc1a94315776286a69164c7078b.jpg,272,242,3,12,91,134,220
fla-14-_jpg.rf.de4accc1a94315776286a69164c7078b.jpg,272,242,3,136,44,258,194
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,150,94,172,113
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,104,102,132,124
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,149,108,175,124
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,nodules,206,101,249,138
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,110,119,132,137
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,177,120,193,138
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,126,140,147,156
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,acne scar,95,140,117,158
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,63,162,82,178
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,190,166,216,184
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,blackheads,227,169,245,185
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,pustules,292,173,307,189
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,58,179,80,195
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,180,177,195,198
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,189,183,207,202
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,66,202,82,213
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,205,202,226,217
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,30,212,49,231
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,200,216,219,241
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,pustules,254,24,273,49
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,blackheads,31,39,49,58
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,blackheads,269,52,284,69
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,blackheads,80,53,112,77
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg_jpg.rf.ddd4e8c245f2631090c1346ba066c1fc.jpg,416,314,papules,226,60,252,85
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,125,97,136,104
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,216,98,229,111
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,126,102,137,111
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,161,102,175,113
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,141,103,155,115
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,279,109,292,119
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,141,112,154,124
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,168,114,179,124
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,239,119,253,128
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,87,119,98,131
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,154,121,166,132
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,209,134,225,145
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,240,145,253,160
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,272,146,288,160
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,154,155,165,165
33_jpeg_jpg.rf.ddaef04e0ed9461e04c831a7a0f5e12d.jpg,415,264,whiteheads,145,176,158,188
